"Id","SalePrice"
1697,166716.9375
1698,380545.1875
1699,334083.46875
1700,244338.34375
1701,267938.5625
1702,254084.984375
1703,255180.78125
1704,299855.03125
1705,230966.578125
1706,455169.84375
1707,217299.890625
1708,212127
1709,276812.625
1710,233541.890625
1711,245982.40625
1712,251605.0625
1713,266252.09375
1714,235291.71875
1715,208411.375
1716,176634.859375
1717,172870.59375
1718,136980.28125
1719,199382.75
1720,249615.109375
1721,153952.5625
1722,127329.3203125
1723,160165.140625
1724,217760.53125
1725,247236.875
1726,189116.140625
1727,164995.453125
1728,177095.296875
1729,171089.25
1730,150255.046875
1731,124852.53125
1732,135362.84375
1733,119855.2109375
1734,115010.4765625
1735,130299.5
1736,119897.1640625
1737,341695.8125
1738,225270.78125
1739,252541.953125
1740,234219.203125
1741,195711.734375
1742,167489.453125
1743,170451.5625
1744,300967
1745,239948.71875
1746,191100.671875
1747,217639.78125
1748,230735.21875
1749,151805.625
1750,128640.1328125
1751,239131.703125
1752,126433.4375
1753,139140.890625
1754,210017.421875
1755,165483.484375
1756,136775.828125
1757,125321.6171875
1758,143068.890625
1759,160465.984375
1760,170353.03125
1761,140569.734375
1762,177006.625
1763,165244.171875
1764,118748.859375
1765,156015.359375
1766,170553.125
1767,219895.65625
1768,142063.21875
1769,176898.484375
1770,144008.34375
1771,128343.65625
1772,140059.453125
1773,121633.453125
1774,119985.703125
1775,139910.546875
1776,121153.4609375
1777,111959.828125
1778,137644.609375
1779,112141.03125
1780,166044.265625
1781,132926.8125
1782,94663.4375
1783,143221.890625
1784,105554.609375
1785,116251.1796875
1786,173688.046875
1787,162405.359375
1788,54733.91015625
1789,96334.0625
1790,91565.7109375
1791,195752.3125
1792,158624.9375
1793,135281.765625
1794,147362.28125
1795,131589.890625
1796,122538.578125
1797,123161.1640625
1798,125063.875
1799,112123.484375
1800,143336.578125
1801,133390.765625
1802,140850.203125
1803,150363.71875
1804,139721.90625
1805,138170.671875
1806,118130.2734375
1807,136431.71875
1808,117534.6953125
1809,116025.8125
1810,140473.859375
1811,105789.1953125
1812,102260.328125
1813,127063.3046875
1814,95404.6875
1815,54350.17578125
1816,99448.3828125
1817,110584.90625
1818,132638.40625
1819,122769.015625
1820,63606.15234375
1821,108590.796875
1822,133232.125
1823,40417.4140625
1824,142182.484375
1825,129909.2109375
1826,100023.375
1827,110036.59375
1828,141574.984375
1829,123914.6875
1830,136667.75
1831,140587.453125
1832,77245.0078125
1833,141450.578125
1834,114010.4453125
1835,140263.515625
1836,124784.84375
1837,97793.578125
1838,128085.9921875
1839,86459.609375
1840,163181.421875
1841,157558.875
1842,87447.0390625
1843,133715.28125
1844,140366.1875
1845,139035.703125
1846,149389.046875
1847,153993.953125
1848,47505.45703125
1849,111667.4921875
1850,120883.328125
1851,149991.203125
1852,129969.9140625
1853,135842.390625
1854,168319.203125
1855,143935.984375
1856,225908.78125
1857,144451.921875
1858,139944.734375
1859,116431.1640625
1860,151105.6875
1861,116431.1640625
1862,268845.21875
1863,265150.15625
1864,265150.15625
1865,332428.15625
1866,333939.71875
1867,237391
1868,310105
1869,210750.859375
1870,233927.09375
1871,234424.703125
1872,166626.84375
1873,248388.671875
1874,138738.3125
1875,202693.21875
1876,199131.75
1877,206386.75
1878,201950.40625
1879,130760.046875
1880,135146.5
1881,232116.6875
1882,255702.421875
1883,193108.53125
1884,206440.90625
1885,243044.625
1886,308314.03125
1887,205497.796875
1888,283643.1875
1889,163866.359375
1890,126968.6953125
1891,136198.90625
1892,107048.953125
1893,124322.5078125
1894,122453.859375
1895,133214.40625
1896,119558.453125
1897,112111.9453125
1898,110372.5859375
1899,150550.71875
1900,141400.328125
1901,179763.3125
1902,142233.921875
1903,227116.28125
1904,149173.859375
1905,204129.6875
1906,183056.421875
1907,206277.6875
1908,112310.1171875
1909,142785.640625
1910,123415.6875
1911,222100.703125
1912,293953.25
1913,148191.546875
1914,68149.3828125
1915,305977.34375
1916,59514.72265625
1917,246823.5625
1918,139813.796875
1919,171703.765625
1920,146648.5
1921,436069.875
1922,324772
1923,209497.90625
1924,262011.625
1925,199787.5
1926,382481.75
1927,129090.8203125
1928,162293.609375
1929,126662.53125
1930,134711.953125
1931,142484.625
1932,133704.65625
1933,174161.109375
1934,179917.65625
1935,172510.125
1936,181312.3125
1937,187621.90625
1938,179955.953125
1939,239890.34375
1940,186830.90625
1941,175193.484375
1942,190048.9375
1943,186274.40625
1944,339919.84375
1945,385021.53125
1946,150405.484375
1947,328282.8125
1948,172551.703125
1949,242437.90625
1950,181811.078125
1951,265552.1875
1952,241455.3125
1953,166645.5
1954,174767.453125
1955,130794.515625
1956,281270.03125
1957,155058.171875
1958,308280.71875
1959,140331.71875
1960,120795.625
1961,121683
1962,94502.4375
1963,105203.2109375
1964,112214.8203125
1965,154540.765625
1966,140729.796875
1967,292974.40625
1968,452835.09375
1969,400054.65625
1970,486773.59375
1971,469452.71875
1972,383950.5
1973,257983.53125
1974,309681.15625
1975,531221.75
1976,263298.03125
1977,364412.9375
1978,370969
1979,336512.03125
1980,193992.8125
1981,351241.59375
1982,224293.953125
1983,200007.71875
1984,167725.390625
1985,217167.96875
1986,213587.484375
1987,169801.453125
1988,175909.390625
1989,191120.578125
1990,210490.203125
1991,238162.625
1992,209388.8125
1993,166044.8125
1994,235113.6875
1995,181602.90625
1996,243861.234375
1997,289538.875
1998,345945.21875
1999,252034.953125
2000,324398.59375
2001,258511.921875
2002,242623.96875
2003,258180.90625
2004,292496.84375
2005,228369.015625
2006,231790.15625
2007,243292.265625
2008,214509.046875
2009,190245.375
2010,188654.421875
2011,144169.84375
2012,166251.53125
2013,183212.390625
2014,190118.359375
2015,200555.421875
2016,192078.34375
2017,197857.296875
2018,116487.5234375
2019,135342.6875
2020,109371.40625
2021,114089.1328125
2022,169237.625
2023,143993.609375
2024,251122.421875
2025,433909.21875
2026,174266.734375
2027,157528.4375
2028,148829
2029,176812.578125
2030,293135
2031,224310.46875
2032,252283.3125
2033,270460.0625
2034,169395.578125
2035,214530.15625
2036,187607.28125
2037,192192.15625
2038,233539.515625
2039,227462.625
2040,335334.96875
2041,276610.375
2042,200847.09375
2043,164264.234375
2044,181749.25
2045,228402.5
2046,134185.09375
2047,142490.03125
2048,138100.515625
2049,131895.21875
2050,181832.109375
2051,114061.609375
2052,136385.703125
2053,143797.8125
2054,86921.390625
2055,151474.546875
2056,134064.71875
2057,119644.1640625
2058,225288.90625
2059,126952.5703125
2060,173210.75
2061,175865.0625
2062,130205.796875
2063,113105.3203125
2064,143225.46875
2065,113129.1875
2066,166642.890625
2067,114409.8515625
2068,112629.15625
2069,90050.96875
2070,114741.9375
2071,94736.0390625
2072,131515.546875
2073,138108.609375
2074,186458.25
2075,146824.46875
2076,125167.125
2077,152826.46875
2078,134636.703125
2079,136943.015625
2080,119508.46875
2081,125936.890625
2082,127528.25
2083,141288.625
2084,113757.703125
2085,121534.7734375
2086,131078.609375
2087,120948.6953125
2088,97385.7109375
2089,79020.296875
2090,127843.890625
2091,123754.4453125
2092,125642.7578125
2093,128493.859375
2094,113786.8984375
2095,150789.15625
2096,79373.6484375
2097,101485.859375
2098,140173.71875
2099,60080.3046875
2100,83156.515625
2101,130995.96875
2102,119466.34375
2103,107013.4375
2104,129733.8203125
2105,128075.2109375
2106,61924.90625
2107,251449.71875
2108,115749.6796875
2109,112270.3046875
2110,135510.09375
2111,143065.390625
2112,142911.59375
2113,119440.5703125
2114,106776.3046875
2115,166759.828125
2116,123336.8984375
2117,153505.46875
2118,127239.1796875
2119,104476.296875
2120,117218.765625
2121,82635.0078125
2122,112104.171875
2123,86826.9453125
2124,166916.6875
2125,119849.125
2126,159574.140625
2127,147900.625
2128,122140.34375
2129,94673.71875
2130,139918.59375
2131,153114.359375
2132,122922.6953125
2133,124632.328125
2134,122473.0234375
2135,97628.5703125
2136,69486.875
2137,114360.4921875
2138,134451.421875
2139,154683.40625
2140,139418.125
2141,148968
2142,123731.390625
2143,147016.015625
2144,100234.8984375
2145,135448.03125
2146,169306.359375
2147,129813.6015625
2148,137236.359375
2149,139650.1875
2150,231662.25
2151,115665.1484375
2152,197486.609375
2153,166229.890625
2154,108434.1328125
2155,138209.234375
2156,259483.71875
2157,241022.4375
2158,243152.453125
2159,202107.78125
2160,167508.421875
2161,244972.015625
2162,445252.5
2163,356187.125
2164,245918.34375
2165,181229.46875
2166,146125.84375
2167,215318.71875
2168,201542.9375
2169,191096.671875
2170,222384.796875
2171,145206.796875
2172,139414.390625
2173,169387.0625
2174,240152.46875
2175,311555.59375
2176,325230.75
2177,247059.40625
2178,201278.21875
2179,139806.875
2180,236149.75
2181,186547.453125
2182,218981.90625
2183,192671.34375
2184,129019.828125
2185,115666.375
2186,143787.65625
2187,151907.421875
2188,155376.875
2189,241865.71875
2190,82847.046875
2191,84568.9765625
2192,86790.4140625
2193,104129.359375
2194,103253.1796875
2195,111373.4453125
2196,103472.2890625
2197,117204.0234375
2198,168320.328125
2199,185109.25
2200,149839.03125
2201,142403.328125
2202,208355.109375
2203,150976.296875
2204,188248.734375
2205,117864.265625
2206,152003.515625
2207,204831.6875
2208,249252.03125
2209,219567.171875
2210,119927.890625
2211,117444.5390625
2212,117278.9140625
2213,105249.3203125
2214,128266.1953125
2215,105754.1640625
2216,135157.78125
2217,75405.171875
2218,72338.5234375
2219,73395.921875
2220,79950.71875
2221,301836.0625
2222,242611.9375
2223,288065.59375
2224,213227.9375
2225,138530.5
2226,189754.421875
2227,201174.640625
2228,266691.90625
2229,253868.3125
2230,158814.625
2231,205275.484375
2232,177601.671875
2233,173052.765625
2234,240924.109375
2235,200405.15625
2236,281632.5625
2237,372347.28125
2238,210473.5625
2239,123661.9375
2240,161381.515625
2241,150489.109375
2242,124961.140625
2243,120838.8515625
2244,109065.28125
2245,105148.4609375
2246,143339.03125
2247,117952.0390625
2248,129152.3671875
2249,127684.5546875
2250,128828.890625
2251,100629.78125
2252,168918.1875
2253,157699.03125
2254,167848.671875
2255,192821.921875
2256,179077.65625
2257,213408.078125
2258,161915.5625
2259,180764.953125
2260,163474.4375
2261,192510.5
2262,196210.6875
2263,345890.4375
2264,393427.9375
2265,175158.375
2266,310860.0625
2267,349107.5625
2268,394439.4375
2269,159362.1875
2270,185168.546875
2271,228021.421875
2272,197036.9375
2273,160211.21875
2274,177734.84375
2275,165306.78125
2276,197770.625
2277,184080.46875
2278,148347.921875
2279,121092.5234375
2280,125720.015625
2281,173951.953125
2282,186085.390625
2283,100705.328125
2284,106782.2109375
2285,139064.546875
2286,127215.9296875
2287,354642.75
2288,267239.375
2289,435244.0625
2290,495473.90625
2291,303842.21875
2292,441479.75
2293,463830.25
2294,420109.03125
2295,474261.0625
2296,300707.40625
2297,310066.46875
2298,302077.90625
2299,407981.5625
2300,335578.8125
2301,265640.15625
2302,242499.015625
2303,247029.109375
2304,252148.015625
2305,187772.46875
2306,187897.390625
2307,196848.203125
2308,228162.734375
2309,283715.125
2310,203847.78125
2311,204503.296875
2312,181494.703125
2313,172990.4375
2314,160348.578125
2315,171132.46875
2316,192108.046875
2317,187356.234375
2318,176547.203125
2319,175639.59375
2320,186764.078125
2321,241593.21875
2322,173459.890625
2323,182707.484375
2324,176786.921875
2325,220488.28125
2326,168388.265625
2327,209074.25
2328,219137.96875
2329,190883.515625
2330,177854.203125
2331,392369.09375
2332,447452.125
2333,327267.03125
2334,248881.21875
2335,264871.53125
2336,343354.71875
2337,201406.15625
2338,289164.84375
2339,220588.015625
2340,392505.875
2341,238344.203125
2342,239667.984375
2343,224459.03125
2344,218905
2345,240017.84375
2346,212135.828125
2347,198485.1875
2348,236390.90625
2349,187161.03125
2350,302031.8125
2351,255451.140625
2352,249724.796875
2353,237442.875
2354,138720.578125
2355,142656.234375
2356,146787.0625
2357,198144.46875
2358,190088.9375
2359,128306.078125
2360,120256.8828125
2361,148883.25
2362,282818.96875
2363,142275.515625
2364,161815.5625
2365,237627.8125
2366,192245.59375
2367,182783.96875
2368,215634.96875
2369,178830.625
2370,171314
2371,173833.984375
2372,201353.171875
2373,239694.234375
2374,324005.4375
2375,261176.859375
2376,284048.6875
2377,353575.0625
2378,146305.609375
2379,211078.859375
2380,147528.34375
2381,157878.671875
2382,195889.625
2383,210867.5
2384,249417.75
2385,165586.859375
2386,132235.625
2387,136674.375
2388,89053.3203125
2389,117419.71875
2390,143820.46875
2391,139196.203125
2392,118133.921875
2393,165722.984375
2394,147255.3125
2395,203701.515625
2396,143738.421875
2397,222119.015625
2398,128208.6875
2399,57832.1484375
2400,55733.20703125
2401,111124.5390625
2402,140779.1875
2403,134605.984375
2404,148914.890625
2405,157061.21875
2406,137422.453125
2407,124907.859375
2408,142477.875
2409,122197.8125
2410,163262.703125
2411,122869.296875
2412,160803.5
2413,129226.46875
2414,138052.625
2415,133359.25
2416,126218.484375
2417,132875.875
2418,128285.734375
2419,125635.109375
2420,125068.9375
2421,147717.6875
2422,114000.1015625
2423,131337.3125
2424,161198.046875
2425,236700.71875
2426,145960.125
2427,136089.640625
2428,169871.328125
2429,122226.78125
2430,132638.9375
2431,113274.5
2432,146318.265625
2433,148431.78125
2434,139519.90625
2435,152093.703125
2436,113983.3984375
2437,112434.140625
2438,128084.765625
2439,109192.4921875
2440,120482.921875
2441,91379.1015625
2442,95467.5390625
2443,120062.5703125
2444,127509.5625
2445,88552.125
2446,126894.140625
2447,182253.375
2448,132227.078125
2449,106684.4140625
2450,148115.421875
2451,129988.203125
2452,216175.25
2453,95549.921875
2454,122877.140625
2455,119635.9296875
2456,132330.953125
2457,124846.8359375
2458,121712.40625
2459,110260.3125
2460,142938.046875
2461,118634.0546875
2462,140811.53125
2463,121594.1953125
2464,171270.578125
2465,141108.703125
2466,113440.46875
2467,132134.546875
2468,82041.3359375
2469,70707.921875
2470,182922.234375
2471,200717.328125
2472,160771.5625
2473,126334.546875
2474,83043.96875
2475,231928.09375
2476,114597.890625
2477,126048.5859375
2478,147647.453125
2479,108276.625
2480,165036.546875
2481,122823.265625
2482,126758.0390625
2483,114291.8203125
2484,125527.5
2485,126750.96875
2486,163459.140625
2487,178603.375
2488,145472.0625
2489,144917.25
2490,148540.453125
2491,91583.71875
2492,168125.734375
2493,146219.46875
2494,146847.265625
2495,93188.5078125
2496,232310.390625
2497,150847.6875
2498,117663.2734375
2499,98235.265625
2500,125366.0078125
2501,136464.546875
2502,154423.1875
2503,105224.0390625
2504,173956.265625
2505,219405.390625
2506,249414.421875
2507,321535.625
2508,253138.15625
2509,217914.546875
2510,223126.640625
2511,180029.171875
2512,207687.375
2513,222588.484375
2514,238697.859375
2515,148562.515625
2516,171555.59375
2517,140679.515625
2518,157371.328125
2519,226903.765625
2520,211178.046875
2521,185151.71875
2522,222483.140625
2523,119780.8515625
2524,136193.875
2525,143564.984375
2526,143425.484375
2527,111818.1171875
2528,124589.015625
2529,131144.953125
2530,121156.6953125
2531,254242.109375
2532,227379.765625
2533,195014.46875
2534,231202.921875
2535,333248.9375
2536,209374.515625
2537,224616.171875
2538,180063.125
2539,183557.984375
2540,176573.921875
2541,173557.9375
2542,167329.703125
2543,133853.8125
2544,121066.0859375
2545,143733.5625
2546,141431
2547,139314.546875
2548,166012.046875
2549,164680.390625
2550,244330.09375
2551,135579.15625
2552,124968.625
2553,72722.734375
2554,116141.7421875
2555,117628.8203125
2556,105247.9921875
2557,112947.6015625
2558,175175.125
2559,127954.5078125
2560,147614.296875
2561,133677.375
2562,139232.125
2563,146471.265625
2564,201101.828125
2565,141893.1875
2566,167806.8125
2567,131575.796875
2568,210127.671875
2569,193590.78125
2570,116921.765625
2571,191174.796875
2572,171464.78125
2573,243458.953125
2574,250436.6875
2575,125951.8671875
2576,127209.1484375
2577,155067.046875
2578,84812.953125
2579,70326.2421875
2580,129303.09375
2581,128021.4765625
2582,120617.5546875
2583,271759.96875
2584,172620.890625
2585,179381.265625
2586,211798.765625
2587,197351.90625
2588,149033.65625
2589,144656.390625
2590,212232.3125
2591,220907.84375
2592,226404.71875
2593,251363.6875
2594,184100.71875
2595,192898.6875
2596,318668.90625
2597,177097.078125
2598,284545.59375
2599,304801.4375
2600,157771.140625
2601,154898.828125
2602,81668.7734375
2603,97585.40625
2604,87540.984375
2605,74909.328125
2606,142152.296875
2607,200497.546875
2608,190496.640625
2609,168477.65625
2610,116763.234375
2611,138502.875
2612,156301.21875
2613,133015.21875
2614,129790.1953125
2615,157416.0625
2616,139306.5625
2617,189994.140625
2618,207265.15625
2619,199334.34375
2620,192097.484375
2621,180832.171875
2622,182900.703125
2623,249969.15625
2624,309567.1875
2625,306848.5
2626,176276.640625
2627,174765.765625
2628,449566.9375
2629,630946.6875
2630,341518.1875
2631,476591.25
2632,445216.75
2633,330316
2634,409411.96875
2635,154879.90625
2636,180113.8125
2637,168451.5
2638,254876.5625
2639,188762.015625
2640,150822.0625
2641,111788.5
2642,184635.5625
2643,105891.4765625
2644,131992.90625
2645,101160.59375
2646,92625.3515625
2647,105271.7890625
2648,148055.78125
2649,147915.59375
2650,145903
2651,152922.9375
2652,414396.875
2653,248291.625
2654,253132.453125
2655,366037.84375
2656,280614.71875
2657,355696.3125
2658,280971.03125
2659,293860.25
2660,372352.71875
2661,345651.46875
2662,329244.5625
2663,280077.90625
2664,266873.65625
2665,320500.34375
2666,293708.71875
2667,165277.578125
2668,170563.96875
2669,181376.46875
2670,278390.4375
2671,172968.765625
2672,190178.921875
2673,207623.953125
2674,205846.0625
2675,156034.609375
2676,182470.734375
2677,196504.421875
2678,256893.234375
2679,268931.53125
2680,271406.625
2681,422247.78125
2682,337925.5
2683,560279.375
2684,331504.0625
2685,354036.78125
2686,260694.59375
2687,325142.5
2688,234323.328125
2689,205851.765625
2690,487132.375
2691,188463.609375
2692,138822.640625
2693,197820.203125
2694,136901.890625
2695,192367.671875
2696,178770.265625
2697,188060.6875
2698,203716.984375
2699,180606.796875
2700,159666.484375
2701,151543.078125
2702,120668.609375
2703,118375.359375
2704,138855.59375
2705,120568.3828125
2706,116953.7265625
2707,129256.6875
2708,140784.34375
2709,107042.0234375
2710,127637.390625
2711,307591.09375
2712,393153.625
2713,152541.625
2714,150714.75
2715,168461.3125
2716,148570.90625
2717,175650.0625
2718,184637.171875
2719,160607.6875
2720,176136.78125
2721,134239.703125
2722,153522.8125
2723,143979.890625
2724,132198.21875
2725,133007.859375
2726,145525.203125
2727,181106.421875
2728,165999.421875
2729,146047.0625
2730,141916.078125
2731,130283.5859375
2732,127949.9921875
2733,157609.71875
2734,142137.171875
2735,130561.1484375
2736,139398.65625
2737,123877.203125
2738,134810.84375
2739,161659.515625
2740,133622.28125
2741,146840.515625
2742,151765.671875
2743,146866.140625
2744,150213.21875
2745,139554.828125
2746,134470.78125
2747,135783.59375
2748,117126.6953125
2749,127812.59375
2750,138340.859375
2751,140123.65625
2752,189416.6875
2753,155904.1875
2754,232413.34375
2755,135864.515625
2756,96340.4375
2757,62491.609375
2758,92318.984375
2759,154577.03125
2760,136615.703125
2761,142218.84375
2762,142599.359375
2763,182200.953125
2764,133285.8125
2765,294157.96875
2766,139911.859375
2767,92616.1328125
2768,130679.921875
2769,129746.8203125
2770,143726.296875
2771,122219.3125
2772,119870.859375
2773,152189.296875
2774,131542.375
2775,123299.1015625
2776,137626.15625
2777,143152.3125
2778,103130.9453125
2779,124342.765625
2780,104872.390625
2781,97608.9921875
2782,94546.90625
2783,107635.1875
2784,125746.7109375
2785,131005.2265625
2786,71622.796875
2787,120196.5390625
2788,74779.2265625
2789,192000.5
2790,104060.578125
2791,110634.9453125
2792,50882.71875
2793,180547.875
2794,102401.1328125
2795,122442.953125
2796,102037.015625
2797,207942.921875
2798,111411.234375
2799,119049.3046875
2800,62098.875
2801,105925.0625
2802,129200.2890625
2803,155722.75
2804,121616.5234375
2805,102805.1640625
2806,74854.1875
2807,162713.1875
2808,149362.484375
2809,139338.203125
2810,132750.3125
2811,155704.21875
2812,152891.484375
2813,143725.0625
2814,141330.671875
2815,107571.90625
2816,237890.109375
2817,145675.5625
2818,127484.109375
2819,151432.390625
2820,139875.9375
2821,97443.671875
2822,198049.96875
2823,293431.5625
2824,187159.28125
2825,132659.5625
2826,127412.25
2827,139779.90625
2828,204169.453125
2829,214332.046875
2830,235570.875
2831,175420.5625
2832,248014.015625
2833,285209.96875
2834,216477.609375
2835,218662.265625
2836,187274.140625
2837,156354.296875
2838,142340.53125
2839,175210.625
2840,205735.265625
2841,199997.359375
2842,227841.078125
2843,150921.765625
2844,165114.328125
2845,123771.9140625
2846,204583.6875
2847,206340.578125
2848,212626.4375
2849,201279.5625
2850,279037.59375
2851,228561.328125
2852,225056.8125
2853,232727
2854,140718
2855,202461.28125
2856,201177.21875
2857,184403.671875
2858,193640.796875
2859,135774.6875
2860,131057.3828125
2861,122854.5
2862,190452.359375
2863,129086.9609375
2864,250530.453125
2865,135032.359375
2866,134023.484375
2867,97974.859375
2868,100995.7578125
2869,111641.71875
2870,135782.0625
2871,94328.71875
2872,46702.42578125
2873,108255.3046875
2874,143252.921875
2875,121275.171875
2876,153702.59375
2877,126725.6171875
2878,176653.96875
2879,133741.296875
2880,104114.296875
2881,156110.328125
2882,178445.03125
2883,201669.46875
2884,182150.125
2885,196760.4375
2886,243812.140625
2887,96958.953125
2888,132574.1875
2889,51378.9296875
2890,82485.3515625
2891,135683.359375
2892,51871.98046875
2893,107799.2890625
2894,56919.4765625
2895,311401.125
2896,273252.15625
2897,208249.328125
2898,144035.8125
2899,211845.171875
2900,163303.421875
2901,212625.90625
2902,179936.40625
2903,335272.03125
2904,351962.71875
2905,91321.421875
2906,205097.84375
2907,110510.09375
2908,135895.046875
2909,138172
2910,81049.28125
2911,81275.1796875
2912,136369.46875
2913,75441.828125
2914,75708.984375
2915,84071.2734375
2916,71873.8671875
2917,171314.765625
2918,119804.2265625
2919,218282.65625
